,tweetid,user,content,date,lang,sentiment
312,809549140124254208,2554671355,¡Feliz Nuevo Nacimiento! Un infinito GRACIAS por tu Presencia aqui. ¡Un Abrazo Enorme!. Alicia.,Fri Dec 16 00:02:10 +0000 2016,es,P
314,808739888950550528,537276442,Como se va ir @NeneElx276 el fue uno de los principales jugadores que nos dio la novena.,Tue Dec 13 18:26:29 +0000 2016,es,N
316,808665366880747520,127777479,"@claudiacisneros ...nada queda de ese Canal N que informaba la verdad cuando todos los medios estaban vendidos, que pena",Tue Dec 13 13:30:22 +0000 2016,es,N
320,809807203288940548,64851082,"Al fin se inauguró el nuevo estacionamiento del parque Kennedy! Y será gratis hasta fin de año, habrá que ir a probarlo con la bici",Fri Dec 16 17:07:37 +0000 2016,es,P
321,809819986806054912,632519627,Solo entré a tw a confirmar la noticia y de verdad fue lo peor! no paro de llorar,Fri Dec 16 17:58:25 +0000 2016,es,N
322,809903359616552960,713559703,"@204Danielle Extrañaremos mucho a Tamara, la mala mas buena vivirá siempre en nuestros corazones.",Fri Dec 16 23:29:42 +0000 2016,es,N
325,809889450180349952,41050134,"@_fersha_ rajado! Y es un hombre, eso me halaga más, lo compró todo él solito",Fri Dec 16 22:34:26 +0000 2016,es,P
326,809836257945731072,2169619526,@mariobautista_ te amo mucho ojalá lo supieras,Fri Dec 16 19:03:04 +0000 2016,es,P
327,809864399594881025,280686132,Creo que lo mas jodido del 2016 ya me ha pasado y ya estoy lista para lo que venga! jodidamente bien,Fri Dec 16 20:54:54 +0000 2016,es,P
329,810682059559669760,974990972,Sin duda ha sido la semana más larga del mundo a su vez ha sido una de las más bellas,Mon Dec 19 03:03:59 +0000 2016,es,P
330,798323606858137600,122183759,"@rathaly Falleció el perro de mi amigo ""Pazuz"" por eso lo recuerdo así. No me tires un zapato. Estoy tristita.",Tue Nov 15 00:35:54 +0000 2016,es,N
331,798351744073891841,290790337,feliz por tener conmigo a mi hermosa familia que dios me los cuide y bendiga siempre #seguimosconfuerza,Tue Nov 15 02:27:43 +0000 2016,es,P
332,798372539915534337,44765267,"@GeMarines @FlacoRicardo19 que tal mama! Mi madre a veeeeeces cuando me ve cansada me prepara algo caliente, igual es linda",Tue Nov 15 03:50:21 +0000 2016,es,P
333,798280514889195521,713559703,"@IvettlyOficial Tú también eres muy bella, gracias por hacer cada día mas hermoso con tu sonrisa y tu forma de ser.",Mon Nov 14 21:44:40 +0000 2016,es,P
335,798389385511272450,2205881702,"Afortunadamente todo te quepa re-bien Pero este look tuyo no me agradó Pero eso no es primordial, tu esencia…",Tue Nov 15 04:57:17 +0000 2016,es,N
337,798337933266878464,401674060,Se acuerdan de la canción de la 83line y KangIn? La de Ferrari? Era buena,Tue Nov 15 01:32:50 +0000 2016,es,P
339,801428607797035009,713834336,"Los miércoles son lindos, quedarme en casa hasta las 10am me parece un lujo",Wed Nov 23 14:14:04 +0000 2016,es,P
340,801452523622113281,58610435,@venezuelanita Así es un saludo desde Perú! La vida es mejor con un buen vino o un buen café!,Wed Nov 23 15:49:06 +0000 2016,es,P
345,801444641933553664,713559703,@CaELiKe Que tengas un fantástico día Caeli,Wed Nov 23 15:17:47 +0000 2016,es,P
347,801516559885889536,285465034,@corodario Hola Feliz Cumplee pasala genial al lado de tu familia y amigos!! espero me respondas pronto...,Wed Nov 23 20:03:33 +0000 2016,es,P
349,801477715815727104,97599030,"El dolor. Pude tener muchas definiciones, pero el dolor de una madre por la repentina partida de un hijo; es un dolor irreparable. #Dolor",Wed Nov 23 17:29:12 +0000 2016,es,N
351,801524549976145920,2421564739,@LaliaB24 No podré concursar entonces y encima el proximo mes se vence mi suscripción al gimnasio.,Wed Nov 23 20:35:18 +0000 2016,es,N
353,800547384023465985,116807752,me siento orgullosa de ser tu fan @selenagomez desde hace muchos años ...ese speach lo dijo todo te sigo admirando,Mon Nov 21 03:52:24 +0000 2016,es,P
354,800541992614699011,3350876285,No es bonito estar sin celular,Mon Nov 21 03:30:59 +0000 2016,es,N
355,800529574798893056,141323540,@vivianxhv se alejaron fue doloroso. Zayn dice que se habla poco con Liam. (El único),Mon Nov 21 02:41:38 +0000 2016,es,N
356,800525543452082176,293206098,Que horrible ser tan Celosa,Mon Nov 21 02:25:37 +0000 2016,es,N
357,800556426141659136,155111322,estoy apunto de estar feliz pueden creer eso ? yo no !,Mon Nov 21 04:28:20 +0000 2016,es,P
358,800575577623183362,281180495,Tener tantos días libre y esperar al último para hacer trabajos jajajaja,Mon Nov 21 05:44:26 +0000 2016,es,N
360,800516262384242688,626846075,"Ojala pudiera devolver el tiempo, para verte de nuevo, para darte un abrazo y nunca soltarte . #IMissYou #MyAngel",Mon Nov 21 01:48:44 +0000 2016,es,N
362,800398823726182400,58940443,Triste aburrido perdido sin saber q hacer solo quiero desaparecer para siempre a nadie le importara no encuentro otra salida...,Sun Nov 20 18:02:04 +0000 2016,es,N
365,801147060401700866,162778019,"No puede ser! Los 2 @cineplanet de #Trujillo cerrados, yo quería ver @calichinlapeli @ElMiyashiro",Tue Nov 22 19:35:18 +0000 2016,es,N
366,801164554197762052,1282075148,Feliz día a todos mis amigos músicos y a todos los músicos en general. Pásanela bonito #Música #Rock #vida #felicidad,Tue Nov 22 20:44:49 +0000 2016,es,P
368,801101676618846208,132023891,Creo que soy muy rencorosa,Tue Nov 22 16:34:58 +0000 2016,es,N
370,801042739362041856,407126009,"Buenos días amigos, detrás de una sonrisa hay una esperanza que avanza vamos con actitud y Fe",Tue Nov 22 12:40:46 +0000 2016,es,P
371,801073690616004608,604968526,Brother en verdad me duele el cuerpo y no tengo la más mínima idea del porqué,Tue Nov 22 14:43:45 +0000 2016,es,N
372,801074940640272384,2351897098,Tendré que aprender a usar protector... Insolación Lo bueno es que me divertí mucho paseando en bici con mi segunda familia,Tue Nov 22 14:48:43 +0000 2016,es,P
376,800354645642092544,68088996,Solo emociona la primera etapa,Sun Nov 20 15:06:32 +0000 2016,es,P
377,800382051564322817,223713157,@joannabolona que paso? también?... vao a jugar FIFA15 en play 3.. con unas coronas!... hahaha! se vienen mejores días! saludos!,Sun Nov 20 16:55:26 +0000 2016,es,P
378,800477126189322240,770066848901697537,"Estoy muy feliz por las chicas , todo lo que han crecido en la industria estoy muy feliz las amo con todo mi corazón #5HonAMAs",Sun Nov 20 23:13:13 +0000 2016,es,P
383,800813912937603072,609977261,"@mariomejiah bueno, no será troll pero Arana dice que no está de acuerdo paradojas de este congreso estrafalario",Mon Nov 21 21:31:29 +0000 2016,es,N
387,800761851600576513,129632452,Me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃 #nomegusta,Mon Nov 21 18:04:37 +0000 2016,es,N
390,800331434661511169,3350876285,"Que tristes son los velorios y entierros, mi Papá está llorando peor que un bebito recien nacido",Sun Nov 20 13:34:18 +0000 2016,es,N
391,800294301200711681,2860919680,Me siento tan estúpido de haber abierto una herida ya cicatrizada a alguien que aún me sigue importando.... lo siento,Sun Nov 20 11:06:44 +0000 2016,es,N
395,801819618901946371,2860919680,Éramos como el agua y el aceito en un momento pero al final llegamos a mezclarnos en un sentimiento mutuo...,Thu Nov 24 16:07:48 +0000 2016,es,P
398,801893613500301314,412714521,"Después de unos cuatro días de ermitaña, salir al sol no me hizo muy bien fiebre largate",Thu Nov 24 21:01:50 +0000 2016,es,N
400,801829809454194688,469035311,Quiero una ropa de baño entera. Pueden no cobrar MIL soles por un poquito de tela con huequito?.Gracias,Thu Nov 24 16:48:18 +0000 2016,es,N
403,801840226348003329,448507468,Esas personas que se aclaman los señores de la lectura -Libro favorito? -Cazadores de sombras #MeCortoUnHuevi,Thu Nov 24 17:29:42 +0000 2016,es,N
404,801801520572493824,232361844,"#LatinaTeMaltrata achachaaaaay, primero los ""intocables"" de los realities y ahora esto, se dan cuenta quiénes dirigen la Tv Basura?",Thu Nov 24 14:55:53 +0000 2016,es,N
406,800846240468660224,14409351,@jrojasnovoa eso mismo de hecho has logrado un montón porque valoras el esfuerzo y eso es más bien envidiable,Mon Nov 21 23:39:57 +0000 2016,es,P
411,800918474033762304,125691345,Ojalá la capital este tan caliente como dicen esos q se quejan del clima caluroso!!!!,Tue Nov 22 04:26:59 +0000 2016,es,N
414,800512171868360704,798970131967836167,#Nunca mas pero q mujer para más insegura Saludos para lizbeth y julver,Mon Nov 21 01:32:29 +0000 2016,es,N
415,800505876868169732,4883303853,"#AMAsTNT @BrunoMars abriendo los AMAS guao!!! , esperando a @ladygaga queen !!! Peru",Mon Nov 21 01:07:28 +0000 2016,es,P
418,800843214483820548,772085092168654849,"@Jimmychinchay @canalN_ bien sra presidenta, se predica con el ejm, muy bien!!!!",Mon Nov 21 23:27:55 +0000 2016,es,P
421,802285006034845696,759585997,realmente hacía un gran trabajo pero dónde sea que esté espero que sepa que apreciamos mucho lo que hacía,Fri Nov 25 22:57:05 +0000 2016,es,P
422,802208923956563969,2562766454,la culpa la tiene el inutil del partner q m toco  x eso no se si llegare a tiempo a las 4,Fri Nov 25 17:54:46 +0000 2016,es,N
424,802245188278190080,122183759,@chepibolaa literal e de irme a la m* el asalto de hace un mes repercute en mi sueldo de esta quincena. odio todo csm.,Fri Nov 25 20:18:52 +0000 2016,es,N
426,802168993628979200,23361218,@coco_cocain Pero sal... Yo lo hago cuando pasa algo así. Soy el lacra de la familia.,Fri Nov 25 15:16:06 +0000 2016,es,N
431,802146036072456192,528790509,Lo peor de mi cumple es que ese día empiezo mis clases de nuevo!!,Fri Nov 25 13:44:52 +0000 2016,es,N
432,801608330322018305,3301423947,@LimaAventureros q buen se oral !!!! Me encantaría sentir esa boquita recorrer mi pn erecto,Thu Nov 24 02:08:13 +0000 2016,es,P
434,801580935200149504,818717078,Lo más triste es que debo llegar a terninar un ensayo para mañana #prayforsergi,Thu Nov 24 00:19:22 +0000 2016,es,N
438,801438845392867328,129678872,Necesito que sea viernes para que paguen. Estoy en la miseria total,Wed Nov 23 14:54:45 +0000 2016,es,N
441,801935018134302720,2375816780,@vanessasaba75 buen duo con Manolo B. En cuatro linda cancion. . como tantas de mar de copas q estan en el soundtrack de mi vida.,Thu Nov 24 23:46:22 +0000 2016,es,P
443,801967999372685312,599653674,@peruvianJKlover Que linda y grande que está Holly,Fri Nov 25 01:57:25 +0000 2016,es,P
444,801972681339994112,4164277095,@KatiaPalmaM Ricardo Arjona es increíble Katii me alegras las noches gracias por tu buen humor tkm,Fri Nov 25 02:16:01 +0000 2016,es,P
448,802011424918683648,118938637,@HuaweiMobilePe porque mi equipo G8 se calienta demasiado y la bateria se baja rápido,Fri Nov 25 04:49:59 +0000 2016,es,N
451,811694167894200320,144394582,"No necesito más, si estoy junto a mi familia. Eternamente agradecida con Ds",Wed Dec 21 22:05:44 +0000 2016,es,P
454,811611200387575808,202424391,Como cuando estás súper triste y pones un playlist de Camila y Ha Ash . Los de la agencia se van a deprimir,Wed Dec 21 16:36:03 +0000 2016,es,N
456,811581908782055424,191687524,"Nunca esperes nada bueno de Nadie , es mas bonito vivir así.",Wed Dec 21 14:39:40 +0000 2016,es,P
457,811651166425653248,304201190,#KeikoLaMujerDelAño ... Gracias por poner las bases al partido mas bueno de todos los tiempos. Somos Naranjas,Wed Dec 21 19:14:52 +0000 2016,es,P
460,811659807925141504,327688296,Rt por mi mama q me manda a comprar leche la muy desgraciada jajaj y estoy en él cuarto piso #VideoMTV2016 Abraham Mateo,Wed Dec 21 19:49:12 +0000 2016,es,N
462,811641251464417280,54597445,@MrcdsEatWorld Creí que era el Almost Blue de Chet Baker. Qué luzfloridecepción contigo,Wed Dec 21 18:35:28 +0000 2016,es,N
464,811673411521048576,568633693,@YurikitoKSP lo haz asustado al pobre,Wed Dec 21 20:43:16 +0000 2016,es,N
465,811669533316349952,451669253,"No entiendo, hasta hace unos días te hablaba lindo, fresh y de la naaada cambian, y tú no hiciste nada #Kheeeeeeeeeé #SacandoConclusiones",Wed Dec 21 20:27:51 +0000 2016,es,N
467,811592249595281408,190051406,Tumbes me trae buenos recuerdos,Wed Dec 21 15:20:45 +0000 2016,es,P
471,810852581723357184,770853570,Justo hoy tenia que amanecer enfermo,Mon Dec 19 14:21:35 +0000 2016,es,N
474,810864585599307777,187243718,"Que se te pierda el DNI justo a días de viajar, horrible, la verdad",Mon Dec 19 15:09:16 +0000 2016,es,N
477,810899842805432321,160162379,"Mi jefe, siendo un inútil en momentos en los que se necesita una segunda opinión desde que ingresé a este lugar",Mon Dec 19 17:29:22 +0000 2016,es,N
479,810918836580982784,312135199,Me encanta estar de noche en la IC. Lo único malo es que no puedo salir cuando mis amigos salen,Mon Dec 19 18:44:51 +0000 2016,es,P
481,810843255717896193,706768392133419008,"#ElRegaloQueNuncaLlegó fue el vaquero Wody y su caballo, los imprimi ise mi recortable pero no lo niego fui feliz con lo que me alcanzaba",Mon Dec 19 13:44:31 +0000 2016,es,P
483,810834843441528865,136862729,Que horrible sensación cuando se te atasca una pastilla en la garganta #Meduele.,Mon Dec 19 13:11:05 +0000 2016,es,N
485,810844450947731456,160162379,"El tipo al que reemplazo se fue dejando todo el área lleno de problemas, encima llamo y apaga el celular",Mon Dec 19 13:49:16 +0000 2016,es,N
486,810669947105972224,119967520,La final de @YoSoy_Peru esta esta muy interesante,Mon Dec 19 02:15:51 +0000 2016,es,P
487,810672491253338113,595462901,Rodrigo es malo me deja sola una semana,Mon Dec 19 02:25:58 +0000 2016,es,N
489,810716519739125761,3103382751,"@Ricardo_Arjona saludos desde Perú gano tu imitador , me encanta tus canciones",Mon Dec 19 05:20:55 +0000 2016,es,P
491,810810684502134785,599653674,@JKsSpicyLatina Espero que la hayas pasado lindo,Mon Dec 19 11:35:05 +0000 2016,es,P
492,810810220507234304,3259411072,Que tu primo te llame tan tempranito para que lo ayudes que esta detenido en la comisaria no tiene precio #muerodesueño,Mon Dec 19 11:33:15 +0000 2016,es,N
494,810797881808613376,42470899,"Arreglan todo, y listo, no saben como Sr siente la gente detrás de la pantalla, Camila que paso ?? Yo les tenia fe",Mon Dec 19 10:44:13 +0000 2016,es,N
496,808765829550665728,1474852008,@bluesofu noup tu corazón es de oro ese no hay y aparte es único nunca podrían crear uno igual 🤷‍️,Tue Dec 13 20:09:34 +0000 2016,es,P
501,810281934085562369,3433885078,@DiceDiego1 @LopRock Soy un esclavo de fines de semana,Sun Dec 18 00:34:02 +0000 2016,es,N
503,810351461636960256,1146364255,Bailaste hermoso @EmiliaDrago gracias por el apoyo a @FiorellaCayo1,Sun Dec 18 05:10:18 +0000 2016,es,P
505,810339910557302784,4732076177,"@forceviciconte mica va a estar ne la 8g, porque sus palabras en ig me hace dudar, igual si sigue cbt peru y se queda alla mejor",Sun Dec 18 04:24:24 +0000 2016,es,N
506,810323721030344704,44765267,"Definitivamente la mejor decisión de este sábado ha sido quedarme en casa con mis abuelos, prepararles la cena y conversar de todo",Sun Dec 18 03:20:04 +0000 2016,es,P
507,810345073091211264,1029184669,"@MoisesDelgadoG Gracias primito, le haré presente los saludos! Estás invitado si puedes vienes",Sun Dec 18 04:44:55 +0000 2016,es,P
508,810325216824033280,425450833,"Cuando tengo la luz prendida me da sueño , cuando la apago se me va el sueño",Sun Dec 18 03:26:01 +0000 2016,es,N
512,810217366772731906,713834336,Todos sufriendo por el vivoxelron,Sat Dec 17 20:17:28 +0000 2016,es,N
514,811412976590688256,312135199,Una pizza. Una conversación amena. Amigos. Buena noche,Wed Dec 21 03:28:23 +0000 2016,es,P
515,811411872490655744,466722148,"@JulianZucchi esa palabra es de Yaco , asi le decia a Patricio y yo creo que el no es el mejor personalmente",Wed Dec 21 03:24:00 +0000 2016,es,N
518,811402705948315648,83981683,"@ron_quintanilla @belecastillo jajajaja cual domingo ohhh, estos últimos días me han elotado",Wed Dec 21 02:47:34 +0000 2016,es,P
519,811401829208756224,3733934483,"@Combate_ATV impresionante lo que hizo Alejandra por Dios que feo que se hagan de rogar pa competir, falta de humildad. Vamos rojo.....",Wed Dec 21 02:44:05 +0000 2016,es,N
521,811375963741290496,56401837,"@TrujiYo @reporteropro al menos ya va ir preso, el tuyo sigue feliz de la vida plagiando textos",Wed Dec 21 01:01:19 +0000 2016,es,N
523,811330680118509568,546017035,"Odio el internado de la Agraria, hace que no se conecte",Tue Dec 20 22:01:22 +0000 2016,es,N
528,811428168812888065,131080956,Extraño que me hable y me alegre con sus canciones,Wed Dec 21 04:28:45 +0000 2016,es,N
529,811425439545782272,4173492797,hoy dia fue un di de genial y de compartir con los niños,Wed Dec 21 04:17:55 +0000 2016,es,P
530,811424553754918914,407126009,A estas horas la Av Javier prado libre #salgantodos,Wed Dec 21 04:14:23 +0000 2016,es,P
535,811730589732786176,713559703,@CaELiKe Que bueno Caeli. Pronto te vas a sentir mucho mejor.,Thu Dec 22 00:30:28 +0000 2016,es,P
536,811730133006491648,48927967,"El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar",Thu Dec 22 00:28:39 +0000 2016,es,N
538,811817842144329728,713559703,"@IvettlyOficial Que alegría, que bueno, me alegra escuchar(leer) eso.",Thu Dec 22 06:17:11 +0000 2016,es,P
540,811744740391665664,3131121431,@VGardini25 estoy indignada @ximena_casanova yo solo quería ver Hannah Montana,Thu Dec 22 01:26:42 +0000 2016,es,N
542,811910807743303680,772670969903185920,"#MePasóPorPavazo @MananaMaldita Amigo que guapo eres, mi amiga y yo queremos hacer un trio, y yo todo ganador, Me pepearon @Marcuilas",Thu Dec 22 12:26:35 +0000 2016,es,N
551,809190600972996612,422057238,Es una lástima que todos los estrenos de Star Wars los voy a terminar relacionando con el fin de Penta Runners. Fue muy sorpresivo,Thu Dec 15 00:17:27 +0000 2016,es,N
554,809229647930150915,764243,".@mczorro es eso: para no pagar precios AB y luego quejarme de la mala proyección (de bodrios), siempre me queda elegir otras pantallas",Thu Dec 15 02:52:37 +0000 2016,es,N
557,809255086853500928,422057238,No hay nada mejor que ver el estreno de #RogueOne con la mejor compañía,Thu Dec 15 04:33:42 +0000 2016,es,P
558,809385267241095168,2585051688,@YurikitoKSP que bien yuriko. Felicidades,Thu Dec 15 13:11:00 +0000 2016,es,P
563,809194574006591488,714274936911761408,un hermoso recuerdo junto a ustedes #CarmenandDialina,Thu Dec 15 00:33:15 +0000 2016,es,P
567,809245582552403968,126668800,"@Rickdo92 empiezo a sospechar que no hay de verdad, ya es quincena y nada ptmr",Thu Dec 15 03:55:56 +0000 2016,es,N
571,809324482053619712,610297490,es genial estar incomunicada y desconectada del mundo a veces,Thu Dec 15 09:09:27 +0000 2016,es,P
572,809237684421935104,160162379,"Iba a contestarle algo igual de grosero y estúpido pero luego recordé que se supone yo soy la racional, que aburrido",Thu Dec 15 03:24:33 +0000 2016,es,N
576,811081871857713152,50862843,"@SoyUnaPolylla mmm. Es guapo, pero me quedo con el otro chibolo porque tiene cara de pastrulo (y es pastrulo).",Tue Dec 20 05:32:42 +0000 2016,es,P
580,810976870200184833,52250307,Lunes de lentejas y yo extrañando el espesado,Mon Dec 19 22:35:27 +0000 2016,es,N
583,810947541370097666,572157855,Es grandioso conocer a personas maravillosas como ustedes @lasabesaba @vanessasaba75 se quedan en el corazón de las que las conocen.,Mon Dec 19 20:38:55 +0000 2016,es,P
586,811116117720780801,713559703,@yuyacst Que descanses bien Yuya. Un abrazo inmenso a la distancia.,Tue Dec 20 07:48:46 +0000 2016,es,P
588,810651691154546688,351740824,@SheWolf_byu ni me lo recuerdes pero eso no cambiara por los siglos de los siglos,Mon Dec 19 01:03:19 +0000 2016,es,N
594,809783514245820416,369769846,#ParaCerrarElAñoYo cocinaré en la cena familiar su cilindrada mas riqui @Studio92 @joannabolona @Sr_Pelaez,Fri Dec 16 15:33:29 +0000 2016,es,P
598,809598877838020609,599653674,Hora de seguir soñando muy bonito,Fri Dec 16 03:19:48 +0000 2016,es,P
599,809597426277421056,120651012,Extraño a mi mejor amiga carajo díganle pe,Fri Dec 16 03:14:02 +0000 2016,es,N
600,809595329616248832,174832381,"#StarWars #RogueOne que buena película, nos pone de regreso en esa galaxia muy muy lejana, emocionante e intensa hasta el final.",Fri Dec 16 03:05:42 +0000 2016,es,P
601,809599893262266368,508428923,"@cinthiaszc jaja es por un día!!! Pero es el último día del ciclo, mil reuniones con mi área becas y demás.",Fri Dec 16 03:23:50 +0000 2016,es,N
603,809568060478726147,2793029074,@AlejandroToledo Congratulations Dr. Alejandro eres orgullo peruano. Dios no te eligió para gobernar porque el congreso esta manchado,Fri Dec 16 01:17:21 +0000 2016,es,P
604,809614008261214209,135030626,Viendo al gran #JoselitoYSuOrquesta en #WantanNight lindo jueves @wantannight por @PlusTV6,Fri Dec 16 04:19:56 +0000 2016,es,P
612,808898574071304192,89358851,"Por payasa debo hacer un trabajo grupal para mañana, algunos grupos aún no terminan y yo tengo que hacerlo en máximo 2 horas",Wed Dec 14 04:57:03 +0000 2016,es,N
615,808560571331264512,731358647549202432,@Zabdielitas_M @zabdiel1344 ya quiero ver la segunda!!,Tue Dec 13 06:33:57 +0000 2016,es,P
616,808554443847462912,731358647549202432,@zabdiel1344 quise hacer un video de momentos junto a ti pero recorde que solo tengo 1 foto,Tue Dec 13 06:09:36 +0000 2016,es,N
618,808826538099638273,66368141,"No me puedo quedar dormida ni un ratito, porque para mi mamá ya estoy anémica de nuevo",Wed Dec 14 00:10:48 +0000 2016,es,N
620,808837427099877376,1711772167,@ClubSCristal lastimosamente gran parte de entradas se ganaron los REVENDEDORES como siempre,Wed Dec 14 00:54:04 +0000 2016,es,N
621,808852596752547840,767362479710150656,@Laugamer721 Buenos Vídeos.Se que llegadas a los 1.000.000 de SUBS. Sigue haci y cuídate :v,Wed Dec 14 01:54:21 +0000 2016,es,P
622,808815932684566528,998039726,Pinche ex mejor amigo lo odio,Tue Dec 13 23:28:40 +0000 2016,es,N
627,808543778072100865,3084716093,Es mi mes favorito del año Diciembre,Tue Dec 13 05:27:13 +0000 2016,es,P
628,808542167950118912,2817586281,"Vanessa ¿donde estas? te extraño mucho, ya va ser navidad y necesito verte",Tue Dec 13 05:20:49 +0000 2016,es,N
630,810618531783901184,217334333,Disfrutando los días previos de Navidad,Sun Dec 18 22:51:33 +0000 2016,es,P
636,810514655932125188,91632559,"@Pontifex_es feliz cumpleaños, Su Santidad!.. Un saludo desde Perú. Esperamos su pronta visita!..",Sun Dec 18 15:58:47 +0000 2016,es,P
639,810531233105055745,2527631298,"@wendyriveran1 jaja tienes talento para componer canciones eh si terminas la letra me la pasas,me gustaría escucharla",Sun Dec 18 17:04:39 +0000 2016,es,P
643,810466087083114496,2585051688,Hacer un inventario forestal es horrible con tanto sol. Me arde todo,Sun Dec 18 12:45:47 +0000 2016,es,N
646,812178946544504833,90475043,@sin_queso NOOOO omg siempre me pierdo los mejores fanarts,Fri Dec 23 06:12:05 +0000 2016,es,N
647,812178300474970112,127715557,@danielperedo17 39 goles en 2016 y va al fútbol peruano? Será su video? No vaya hacer que sea igual que de cuto Guadalupe y Esidio jeje,Fri Dec 23 06:09:31 +0000 2016,es,N
650,811983568620687361,160162379,"Al parecer si me darán mi canasta navideña, aparte de mi panetón y un vino Gracias proveedores Nos engríen más que los jefes",Thu Dec 22 17:15:43 +0000 2016,es,P
652,812054519009906689,731358647549202432,@PimentelftMe @abdielsmusic yo ni pude ver el live Ten fe que Abdiel es tan lindo que lo hara,Thu Dec 22 21:57:39 +0000 2016,es,P
653,812105048037658624,174436095,"estoy viendo The Princess's Man, es uno de los pocos doramas que me ha dejado enganchada con la historia",Fri Dec 23 01:18:26 +0000 2016,es,P
654,812121652481945604,1474852008,"Me dijiste que cuando te necesite ibas a estar ahí, que cuando esté triste tmb, en mis peores momentos, donde estás?",Fri Dec 23 02:24:25 +0000 2016,es,N
665,809057245161996288,369769846,#NavidadQuePone su rico pavito hecho en casa por las santas manos de mi abuela @Studio92 @joannabolona @Sr_Pelaez,Wed Dec 14 15:27:33 +0000 2016,es,P
668,808870528631107584,127695226,"@drhuerta dr que tratamiento,medicina natural..para las alergias como al aire acondionado, o agentes de este tipo..es una pesadilla",Wed Dec 14 03:05:36 +0000 2016,es,N
669,808880460575232000,2182286856,@DONOMAR eso sin duda alguna .. con esa voz melodiosa a que ser humano no le podría encantar.. #TE_QUIERO_SOLITA_PA_MI,Wed Dec 14 03:45:04 +0000 2016,es,P
670,808873050200506369,731358647549202432,"@abdielsmusic #TeamAbdiel #barbies no hay mejor cover que este, en realidad todo es hermoso con tu voz",Wed Dec 14 03:15:37 +0000 2016,es,P
672,808860898957885441,2385426073,y muchas veces extrañas a personas que tal vez no te extrañan,Wed Dec 14 02:27:20 +0000 2016,es,N
673,808867028908015617,2544641882,Almenos yo no vivo engañada #quebuenovermeahi #happy lo tengo todo,Wed Dec 14 02:51:42 +0000 2016,es,P
674,809036445566504960,359678751,Ayer fue mi primera clase de yoga y amanecí demasiado feliz lo que hace el ejercicio @mariedither @uvaslibres,Wed Dec 14 14:04:54 +0000 2016,es,P
677,809165130286014464,44765493,"@ele417 ahora si quiero llorar ya se terminó ahora sí la u, ya no hay tercera carrera",Wed Dec 14 22:36:15 +0000 2016,es,P
678,809164916909363200,707348094476787712,"PONTE BONITA 5 DE ENERO .. No es Twitter, algo está mal con el ht o se hizo spam, ya fue",Wed Dec 14 22:35:24 +0000 2016,es,N
679,808839667181383680,1043297258,"Qué bonito sentir que estas aquí, junto a mi",Wed Dec 14 01:02:58 +0000 2016,es,P
680,808842829657149440,176572952,"@ppkamigo Mis Felicitaciones para Usted Señor Presidente. Su mensaje fue muy bueno, firme y directo. Mi familia y yo le mandamos saludos!",Wed Dec 14 01:15:32 +0000 2016,es,P
681,808901128935063555,44765493,Pero fue bueno improvisadamente bueno.,Wed Dec 14 05:07:12 +0000 2016,es,P
682,808905290666143745,55442550,@manuelchaplin ... Buena elección! Gracias por empujarme a verla antes que la saquen!,Wed Dec 14 05:23:44 +0000 2016,es,P
684,813168002887778304,44719182,Estoy demasiado perdida con todas las colaboraciones de los chicos en los eventos de año nuevo,Sun Dec 25 23:42:14 +0000 2016,es,N
686,813077608049115136,117183829,@Sari_lm Gracias linda Felíz Navidad!! Disfruta y celebra a nuestro salvador!.,Sun Dec 25 17:43:02 +0000 2016,es,P
688,813185148451778560,2327204477,"@chino_padrino gracias, igual para ti, feliz navidad",Mon Dec 26 00:50:22 +0000 2016,es,P
689,813186945052459008,390164682,"No quiero ir a trabajar #domingodechorreo ""descripción gráfica""",Mon Dec 26 00:57:30 +0000 2016,es,N
690,813195876948725760,47697203,"Hoy no es un día cualquiera, hoy cumplo 2 años con la mejor persona que la vida pudo darme.",Mon Dec 26 01:33:00 +0000 2016,es,P
691,813195199845273600,1140323347,recuerdo cuando me dijiste que odiabas lo superficial y ahora solo mencionas cuanto dinero ganas y todo lo que te compras,Mon Dec 26 01:30:18 +0000 2016,es,N
692,813188634182647808,163239318,Último día Isla Bonita y mis amigas están tristes por eso las extrañaré,Mon Dec 26 01:04:13 +0000 2016,es,N
694,812865533964152833,770066848901697537,@camilascookie feliz navidad tu cuenta es maravillosa,Sun Dec 25 03:40:20 +0000 2016,es,P
695,812858812256415744,367452499,"Amigos, mi pavo huele buenazo. Y si se lo estan preguntando. Sí. Es la 1ra vez que lo hacemos.",Sun Dec 25 03:13:37 +0000 2016,es,P
696,812858789531619328,237924993,Esas costillitas se ven demasiado buenas... Ya quiero cenar!,Sun Dec 25 03:13:32 +0000 2016,es,P
698,812818652470706181,452997118,@EntelPeru ningún inconveniente. Excelente servicio! 4G al máximo... Felices fiestas navideñas,Sun Dec 25 00:34:02 +0000 2016,es,P
701,812795332337733632,407126009,"Y los tres reyes magos llegaron con oro,incienso y mirra Melchoro Alan, Toledo vastadehuasquear y Ollanta nadinevagastar, de odebrechlen",Sat Dec 24 23:01:22 +0000 2016,es,N
